,labnum,label,height,width,filepath
0,42,Death_Valley_National_Park,531,800,./landmark_images/train/42.Death_Valley_National_Park/1e22c43207fc08ec.jpg
1,42,Death_Valley_National_Park,450,800,./landmark_images/train/42.Death_Valley_National_Park/2ec876598d85041c.jpg
2,42,Death_Valley_National_Park,450,800,./landmark_images/train/42.Death_Valley_National_Park/72626ae62bd564e6.jpg
3,42,Death_Valley_National_Park,749,800,./landmark_images/train/42.Death_Valley_National_Park/4b85c090e0b592c5.jpg
4,42,Death_Valley_National_Park,600,800,./landmark_images/train/42.Death_Valley_National_Park/16e28fc43789115a.jpg
5,42,Death_Valley_National_Park,800,533,./landmark_images/train/42.Death_Valley_National_Park/4d2c2693249de4fc.jpg
6,42,Death_Valley_National_Park,541,800,./landmark_images/train/42.Death_Valley_National_Park/0e2318bc18f99408.jpg
7,42,Death_Valley_National_Park,600,800,./landmark_images/train/42.Death_Valley_National_Park/4b14d5f7eafbe256.jpg
8,42,Death_Valley_National_Park,531,800,./landmark_images/train/42.Death_Valley_National_Park/0162d613b90d4cc6.jpg
9,42,Death_Valley_National_Park,533,800,./landmark_images/train/42.Death_Valley_National_Park/6347019ae535854c.jpg
10,42,Death_Valley_National_Park,533,800,./landmark_images/train/42.Death_Valley_National_Park/0c4c1ae379938508.jpg
11,42,Death_Valley_National_Park,800,600,./landmark_images/train/42.Death_Valley_National_Park/1922e6cd36f88476.jpg
12,42,Death_Valley_National_Park,533,800,./landmark_images/train/42.Death_Valley_National_Park/019ebc0e844d3c51.jpg
13,42,Death_Valley_National_Park,533,800,./landmark_images/train/42.Death_Valley_National_Park/0615b6dc6d4d69b3.jpg
14,42,Death_Valley_National_Park,600,800,./landmark_images/train/42.Death_Valley_National_Park/2d3f209273961d6c.jpg
15,42,Death_Valley_National_Park,600,800,./landmark_images/train/42.Death_Valley_National_Park/30e4a17d664c6e83.jpg
16,42,Death_Valley_National_Park,268,800,./landmark_images/train/42.Death_Valley_National_Park/51ca3911d6dfb282.jpg
17,42,Death_Valley_National_Park,600,800,./landmark_images/train/42.Death_Valley_National_Park/7b310ca8bfe9e804.jpg
18,42,Death_Valley_National_Park,533,800,./landmark_images/train/42.Death_Valley_National_Park/07a1eb5eab34b908.jpg
19,42,Death_Valley_National_Park,531,800,./landmark_images/train/42.Death_Valley_National_Park/40602c0b06f26726.jpg
20,42,Death_Valley_National_Park,533,800,./landmark_images/train/42.Death_Valley_National_Park/55fac18dad338f54.jpg
21,42,Death_Valley_National_Park,625,800,./landmark_images/train/42.Death_Valley_National_Park/5bc01a09d5e5ac2f.jpg
22,42,Death_Valley_National_Park,533,800,./landmark_images/train/42.Death_Valley_National_Park/008911c4e2af475d.jpg
23,42,Death_Valley_National_Park,533,800,./landmark_images/train/42.Death_Valley_National_Park/196cb3a76b1a6ba9.jpg
24,42,Death_Valley_National_Park,556,800,./landmark_images/train/42.Death_Valley_National_Park/5328e8f5d6fd0240.jpg
25,42,Death_Valley_National_Park,181,800,./landmark_images/train/42.Death_Valley_National_Park/7d3563b4a6cd95ef.jpg
26,42,Death_Valley_National_Park,533,800,./landmark_images/train/42.Death_Valley_National_Park/5981b135b7906052.jpg
27,42,Death_Valley_National_Park,533,800,./landmark_images/train/42.Death_Valley_National_Park/0290b69bdd068558.jpg
28,42,Death_Valley_National_Park,533,800,./landmark_images/train/42.Death_Valley_National_Park/5a3bcd38876f92f4.jpg
29,42,Death_Valley_National_Park,800,533,./landmark_images/train/42.Death_Valley_National_Park/3ce3dbe6f8004954.jpg
30,42,Death_Valley_National_Park,600,800,./landmark_images/train/42.Death_Valley_National_Park/766f39cb925c38f7.jpg
31,42,Death_Valley_National_Park,131,800,./landmark_images/train/42.Death_Valley_National_Park/391ff815ea027f2a.jpg
32,42,Death_Valley_National_Park,529,800,./landmark_images/train/42.Death_Valley_National_Park/2c56d7adf83ed634.jpg
33,42,Death_Valley_National_Park,600,800,./landmark_images/train/42.Death_Valley_National_Park/48292d6698b2c0ca.jpg
34,42,Death_Valley_National_Park,207,800,./landmark_images/train/42.Death_Valley_National_Park/495bab3decb29381.jpg
35,42,Death_Valley_National_Park,533,800,./landmark_images/train/42.Death_Valley_National_Park/523680301fb69977.jpg
36,42,Death_Valley_National_Park,533,800,./landmark_images/train/42.Death_Valley_National_Park/63f29caef1125fb8.jpg
37,42,Death_Valley_National_Park,533,800,./landmark_images/train/42.Death_Valley_National_Park/79f6772e4dfe8c9a.jpg
